Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Does your employer provide mental health benefits as part of healthcare coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Would you bring up a mental health issue with a potential employer in an interview?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?",Have you been diagnosed with a mental health condition by a medical professional?,Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What country do you work in?,Do you work remotely?,Inferred Tech Role,Why or why not bring up with a potential employer in an interview(mental health issue)_cleaned?,Why or why not bring up with a potential employer in an interview(physical health issue)_cleaned?
0,1,1,Yes,I don't know,I don't know,I don't know,Very difficult,Maybe,Maybe,Maybe,Maybe,I don't know,No,1,"Yes, they all did",Aware,Some did,Some did,I don't know,I don't know,Some of them,I don't know,None of them,No,No,Maybe,Maybe,Neutral,No,No response,No,No,No,healthy,No,1,Rarely,Sometimes,31,Male,United States of America,United States of America,Sometimes,0,afraid it would affect outcome,afraid it would affect outcome
0,0,1,I don't know,No,I don't know,I don't know,Neither easy nor difficult,Maybe,Maybe,No,No,I don't know,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,No,No response,Yes,Yes,Maybe,unknown,Yes,1,Rarely,Rarely,28,Male,United States of America,United States of America,Sometimes,1,depends on how much social stigma it has saying you have add is easier thsn say depression,depends on the physical issue and how impacting it is to my ability to work
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Aware,None did,None did,I don't know,Some of them,Some of them,None did,Some of them,Maybe,Maybe,Maybe,Maybe,Somewhat open,Maybe/Not sure,No,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Sometimes,Often,48,Female,United States of America,United States of America,Always,1,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Aware,None did,Some did,I don't know,"Yes, all of them","Yes, all of them",I don't know,None of them,No,No,"Yes, I think it would",Maybe,Neutral,"Yes, I experienced",Maybe,Yes,Yes,Yes,anxiety-disorder | mood-disorder | eating-disorder | personality-disorder | post-traumatic-stress-disorder | substance-use-disorder | addictive-disorder,Yes,1,Often,Often,40,Male,Algeria,United States of America,Sometimes,1,i believe it would prevent me from getting the job,it may prevent me from getting the job
0,0,1,Yes,No,I don't know,Yes,Very easy,No,No,Maybe,Maybe,Yes,No,1,I don't know,Not Aware,None did,None did,I don't know,None of them,None of them,I don't know,None of them,Maybe,Maybe,"No, I don't think it would",Maybe,Somewhat not open,No,No response,No,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Sometimes,Sometimes,29,Male,Norway,Norway,Never,1,"its a rather private manner which one might not wish to share with everyone if they are in a position where you may not be a part of their team any way

if an interview succeeds should in most cases not be based on any lingering mental state and as such one would open up and become vulnerable in a negative way",no response
0,0,0,Yes,Yes,Yes,I don't know,I don't know,Maybe,Maybe,Yes,Maybe,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,No,No,"Yes, I think it would",Maybe,Neutral,No,No response,I don't know,No,No,healthy,No,1,Not applicable to me,Not applicable to me,33,Male,Germany,Germany,Never,1,no response,no response
0,0,0,I don't know,Yes,No,I don't know,Somewhat easy,No,No,Maybe,Yes,Yes,No,1,I don't know,Not Aware,None did,Some did,I don't know,None of them,None of them,"Yes, they all did",None of them,Maybe,Maybe,Maybe,"No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No response,Yes,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Male,Finland,Finland,Sometimes,1,no response,if it doesnt affect my performance while doing the job then it kind of depends on the situation
0,0,0,No,No,No,No,Very easy,No,No,Maybe,Maybe,No,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Yes,Yes,Maybe,"No, I don't think they would",Neutral,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,24,Male,Australia,Australia,Sometimes,1,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,Yes,Maybe,"Yes, I think it would",Maybe,Neutral,No response,No response,Yes,Maybe,Yes,anxiety-disorder | mood-disorder | post-traumatic-stress-disorder | stress-response-syndromes,Yes,1,Often,Often,28,Male,Netherlands,Netherlands,Sometimes,1,depends on wether i feel comfortable enough during the interview or when they bring it up in a nonthreatening way,if and when it affects me in the workplace my employer can adjust my workplace
0,0,1,Yes,Yes,No,No,Very easy,No,No,Yes,Yes,Yes,No,1,I don't know,Not Aware,None did,None did,I don't know,I don't know,Some of them,I don't know,None of them,Yes,Yes,"No, it has not","No, they do not",Very open,No,No response,Yes,Maybe,Maybe,unknown,No,1,Not applicable to me,Not applicable to me,42,Male,United States of America,United States of America,Always,1,important to bring them up so that all parties are aware  hiding a mental health issue would never end well for either party  all conversation should be open and all cards on the table,important to bring them up so that all parties are aware  hiding a physical health issue would never end well for either party  all conversation should be open and all cards on the table
0,0,1,No,No,No,I don't know,I don't know,No,No,Maybe,Maybe,I don't know,No,1,"No, none did",Not Aware,None did,None did,I don't know,I don't know,None of them,I don't know,None of them,No,No,"Yes, I think it would","No, I don't think they would",Not applicable to me (I do not have a mental illness),No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,28,Male,United Kingdom,United Kingdom,Sometimes,1,no need to do so,no need to do so
0,1,1,I don't know,No,I don't know,I don't know,Somewhat difficult,Maybe,Maybe,Maybe,Maybe,No,No,1,Some did,Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,Maybe,Maybe,Maybe,Maybe,Very open,"Yes, I observed",Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder | post-traumatic-stress-disorder,Yes,1,Sometimes,Sometimes,40,Male,Canada,Canada,Always,1,same as above,it would depend on the position onsite vs remote and even then on the vibe with the interviewer if i felt a low risk of bringing up the topic
0,1,1,Yes,No,Yes,I don't know,Very easy,Maybe,Maybe,No,No,I don't know,No,1,"Yes, they all did",Not Aware,I don't know,None did,No,Some of them,Some of them,None did,None of them,No,No,"Yes, it has","No, I don't think they would",Not open at all,No response,No response,Yes,Yes,Maybe,unknown,Yes,1,Rarely,Rarely,32,Female,United States of America,United States of America,Always,1,same thing,it would only hurt your chances of being hired and if you dont get hired youll wonder for the rest of your life if that affected it
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Not Aware,None did,None did,I don't know,Some of them,"Yes, all of them",None did,Some of them,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat open,Maybe/Not sure,Maybe,No,Maybe,Maybe,unknown,Yes,1,Never,Rarely,33,Male,United States of America,United States of America,Always,1,it would be seen as a roadblock to productivity and communication,physical health issues are not typically seen as roadblocks to productivity and communication
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No response,No,Maybe,Maybe,unknown,Yes,1,Not applicable to me,Not applicable to me,40,Male,United States of America,United States of America,Always,1,no response,no response
0,0,1,Yes,No,No,Yes,Very easy,Maybe,No,No,No,No,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No response,Yes,Yes,Yes,anxiety-disorder | mood-disorder,Yes,1,Sometimes,Often,26,Male,United States of America,United States of America,Never,1,any perceived issue could affect hirability antidiscrimination policy or no,any perceived issue could affect hirability antidiscrimination policy or no
0,1,1,I don't know,No,I don't know,I don't know,Somewhat easy,Maybe,Maybe,Yes,Maybe,I don't know,No,1,Some did,Not Aware,Some did,None did,No,Some of them,Some of them,Some did,"Yes, all of them",Maybe,No,Maybe,Maybe,Somewhat open,Maybe/Not sure,Yes,Yes,Yes,Yes,mood-disorder | stress-response-syndromes,Yes,1,Rarely,Often,39,Female,United States of America,United States of America,Sometimes,1,if i feel it wont impact my job i wont bring it up,the word cancer terrifies everyone
0,1,0,No,Yes,Yes,I don't know,Very easy,No,No,Yes,Yes,Yes,No,1,I don't know,Not Aware,None did,None did,"Yes, always",Some of them,Some of them,I don't know,Some of them,Maybe,No,Maybe,"No, I don't think they would",Somewhat open,No response,No response,No,Maybe,Maybe,unknown,No,0,Not applicable to me,Sometimes,38,Male,United Kingdom,United Kingdom,Never,1,no response,no response
0,1,1,Yes,No,I don't know,I don't know,Very difficult,Yes,No,No,Maybe,I don't know,No,1,Some did,Not Aware,None did,None did,I don't know,Some of them,Some of them,None did,None of them,No,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,No,No response,Yes,Maybe,Yes,anxiety-disorder,No,0,Sometimes,Often,34,Male,United States of America,United States of America,Sometimes,1,no response,no response
0,0,0,I don't know,No,No,I don't know,Very difficult,Maybe,Maybe,Yes,Maybe,I don't know,No,1,I don't know,Not Aware,None did,None did,"Yes, always",I don't know,Some of them,Some did,None of them,No,Maybe,"Yes, it has","No, I don't think they would",Very open,"Yes, I observed",Maybe,I don't know,Yes,Yes,attention-deficit-hyperactivity-disorder,Yes,1,Sometimes,Often,44,Male,Netherlands,Netherlands,Never,1,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,"No, none did",Not Aware,I don't know,None did,I don't know,Some of them,None of them,I don't know,Some of them,Yes,No,"Yes, I think it would","Yes, I think they would",Somewhat open,"Yes, I observed",Maybe,No,No,Maybe,unknown,No,0,Not applicable to me,Often,54,Male,United Kingdom,United Kingdom,Always,1,no response,no response
0,1,1,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,No,1,"No, none did",Aware,None did,None did,No,Some of them,"Yes, all of them",None did,None of them,Yes,Yes,"No, I don't think it would","No, I don't think they would",Very open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,24,Male,Pakistan,Pakistan,Always,0,i will bring up because it is the main process of body,i would discuss issue because health is what make your work process effective
0,0,1,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Yes,Yes,Yes,No,1,Some did,Aware,Some did,Some did,Sometimes,Some of them,None of them,None did,Some of them,Yes,Yes,"No, it has not","No, they do not",Very open,"Yes, I experienced",No,Yes,Yes,Yes,mood-disorder,Yes,1,Sometimes,Often,31,Male,United States of America,United States of America,Sometimes,1,i am at the point in my life where my mental health needs to be part of the conversation if a company cannot even start to have that conversation with me then how can i possibly be confident that they will be able to support me when i need to address mental health issues that come up,if it impacted my ability to do my job or even if i was going to need to take time to visit a doctor or time to recover then i would need to coordinate with them
0,1,1,Yes,I don't know,I don't know,No,Somewhat difficult,Yes,No,Maybe,Yes,No,No,1,Some did,Aware,None did,Some did,No,Some of them,Some of them,None did,"Yes, all of them",Maybe,No,"Yes, it has",Maybe,Somewhat open,"Yes, I experienced",Yes,Yes,Yes,Yes,anxiety-disorder | mood-disorder | post-traumatic-stress-disorder | stress-response-syndromes,Yes,1,Sometimes,Often,47,Male,United States of America,United States of America,Sometimes,0,i definitely would be afraid id be dqd from the job for mentioning this,i dont want to screw my chances at the job
0,1,1,No,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,Yes,No,1,"Yes, they all did",Aware,"Yes, they all did","Yes, they all did",Sometimes,"Yes, all of them","Yes, all of them",None did,"Yes, all of them",Yes,Yes,Maybe,Maybe,Very open,"Yes, I experienced",No,Yes,Yes,Yes,psychotic-disorder,Yes,1,Never,Often,30,Male,Australia,Australia,Sometimes,0,no response,no response
1,2,1,No,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,1,Some did,Not Aware,None did,None did,I don't know,"Yes, all of them",None of them,I don't know,Some of them,Maybe,No,"Yes, I think it would","Yes, I think they would",Somewhat not open,"Yes, I observed",Yes,I don't know,Maybe,No,healthy,No,0,Not applicable to me,Not applicable to me,34,Male,United States of America,United States of America,Always,1,same reason as physical,because i think it would hurt your chances of being hired although it depends on the physical issue
0,0,1,Yes,Yes,Yes,Yes,Very easy,No,No,Yes,Yes,I don't know,No,1,Some did,Aware,I don't know,Some did,I don't know,I don't know,None of them,I don't know,None of them,No,No,"No, I don't think it would","No, I don't think they would",Very open,No,No response,Yes,Yes,Yes,mood-disorder | attention-deficit-hyperactivity-disorder | obsessive-compulsive-disorder | addictive-disorder,Yes,1,Often,Often,29,Other,United States of America,United States of America,Sometimes,1,"everyones got shit to deal with im there to interview technically and figure out if itd be a good fit ill ask questions and see what their stance is

i wouldnt tell someone one a first date that im depressed or have bad knees plenty of other more positive and more interesting topics to talk about",were interviewing for skills not personal issues
0,1,1,Yes,No,I don't know,I don't know,Very difficult,Maybe,No,Maybe,Yes,No,No,1,Some did,Not Aware,Some did,Some did,I don't know,None of them,None of them,Some did,None of them,Maybe,Maybe,"Yes, I think it would",Maybe,Somewhat open,No,No response,No,No,No,healthy,No,0,Not applicable to me,Not applicable to me,27,Male,United States of America,United States of America,Sometimes,1,no response,no response
0,1,0,Yes,Yes,Yes,Yes,Neither easy nor difficult,No,No,No,Maybe,I don't know,No,0,No previous employer,No History,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous employer,No previous workplace,No,No,"Yes, I think it would",Maybe,Somewhat open,No,No response,No,Yes,Yes,attention-deficit-hyperactivity-disorder,Yes,1,Sometimes,Often,29,Male,United States of America,United States of America,Never,1,i would feel immediately stigmatized and that my candidacy would be dismissed,"if the physical health issue has no impact on my ability to do my job from my perspective i see no reason to discuss it for instance if i have a hemorrhoid i can still do my job and my company does not need to know

if i have no arms because of a mechanical accident then i may have some difficulty with a job that requires the use of hands and i would probably tell my employer during my interview that i have no hands"
